valor,cep,cidade,bairro,zona,logradouro,categoria,area,qtde_quartos,qtde_vagas,qtde_banheiros
280000,69093595,Manaus,Colônia Terra Nova,Norte,Rua Monte Sinai,Casas,285,5,5,4
600000,69055705,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Professor Samuel Benchimol,Apartamentos,81,3,2,2
3000000,69037107,Manaus,Ponta Negra,Oeste,Rua Thales Loureiro,Casas,400,5,4,5
800000,69037144,Manaus,Ponta Negra,Oeste,Avenida Frederico Baird,Casas,250,3,4,4
560000,69093770,Manaus,Colônia Santo Antônio,Norte,Avenida Max Teixeira - até 2999 - lado ímpar,Apartamentos,141,3,2,2
850000,69057000,Manaus,Adrianópolis,Centro-Sul,Avenida Mário Ypiranga - até 436/437,Casas,200,4,0,4
490000,69054700,Manaus,Parque 10 de Novembro,Centro-Sul,Avenida Tancredo Neves - de 1079/1080 a 1859/1860,Apartamentos,79,3,2,2
265000,69098380,Manaus,Novo Aleixo,Norte,Rua Catalão,Apartamentos,46,2,2,1
339000,69050001,Manaus,Chapada,Centro-Sul,Avenida Constantino Nery - de 2600/2601 a 4500/4501,Apartamentos,88,3,1,1
2200000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,169,4,3,5
95000,69097760,Manaus,Cidade Nova,Norte,Avenida Itaberaba,Casas,57,3,2,1
980000,69022000,Manaus,Tarumã-Açu,Oeste,Avenida da Floresta - de 3129/3130 ao fim,Casas,275,3,3,4
847000,69033000,Manaus,São Jorge,Oeste,Avenida São Jorge - até 773/774,Apartamentos,133,3,2,3
1650000,null,null,null,null,null,Apartamentos,169,4,3,5
1400000,69037071,Manaus,Ponta Negra,Oeste,Avenida Cecília Meireles,Casas,380,4,4,4
36000,69040180,Manaus,Dom Pedro I,Centro-Oeste,Rua Rodrigues Alves,Casas,250,3,2,2
2300000,69037144,Manaus,Ponta Negra,Oeste,Avenida Frederico Baird,Casas,370,5,5,5
850000,69041460,Manaus,Tarumã,Oeste,Rua Sino Azul,Casas,300,3,2,3
390000,69058305,Manaus,Flores,Centro-Sul,Rua Santa Cruz,Casas,104,2,1,2
2200000,69083350,Manaus,Aleixo,Centro-Sul,Rua Pampulha,Casas,1050,5,2,5
950000,69053010,Manaus,Nossa Senhora das Graças,Centro-Sul,Rua Nova Prata,Apartamentos,280,4,2,4
1149999,null,null,null,null,null,Casas,195,3,4,5
550000,69067629,Manaus,Petrópolis,Sul,Rua Paraguaçu,Apartamentos,600,5,0,5
320000,null,null,null,null,null,Casas,450,3,3,2
380000,69098030,Manaus,Novo Aleixo,Norte,Rua Capitólio,Casas,137,3,1,2
400000,69058000,Manaus,Flores,Centro-Sul,Conjunto Anavilhanas,Casas,999,3,2,2
260000,69067110,Manaus,Petrópolis,Sul,Rua Fragata,Apartamentos,72,2,1,2
200000,null,null,null,null,null,Casas,300,3,3,3
1500000,69020010,Manaus,Centro,Sul,Avenida Getúlio Vargas - até 719/720,Casas,387,4,5,4
65000,69010160,Manaus,Centro,Sul,Avenida Constantino Nery - até 1106/1107,Casas,30,3,1,1
168855,null,null,null,null,null,Apartamentos,41,2,1,1
1200000,69083120,Manaus,Aleixo,Centro-Sul,Rua Nelson Batista de Sales,Casas,0,3,0,0
720030,69040000,Manaus,Dom Pedro I,Centro-Oeste,Avenida Pedro Teixeira,Apartamentos,113,3,null,2
1400000,69037071,Manaus,Ponta Negra,Oeste,Avenida Cecília Meireles,Casas,370,3,4,4
2000000,69083350,Manaus,Aleixo,Centro-Sul,Rua Pampulha,Casas,690,4,4,5
45000,69093415,Manaus,Colônia Terra Nova,Norte,Avenida Torquato Tapajós,Apartamentos,49,2,1,2
275000,69093770,Manaus,Colônia Santo Antônio,Norte,Avenida Max Teixeira - até 2999 - lado ímpar,Apartamentos,76,3,1,2
900000,69025310,Manaus,Presidente Vargas,Sul,Rua Kako Caminha,Apartamentos,180,3,2,3
310000,69037042,Manaus,Ponta Negra,Oeste,Rua Raimundo Nonato de Castro,Apartamentos,58,2,1,1
150000,69098000,Manaus,Novo Aleixo,Norte,Rua Cariré,Casas,250,3,3,3
165000,69093415,Manaus,Colônia Terra Nova,Norte,Avenida Torquato Tapajós,Apartamentos,41,2,1,1
180000,69042500,Manaus,Dom Pedro I,Centro-Oeste,Avenida Manoel Borba Gato,Casas,300,3,3,3
175000,69045755,Manaus,Planalto,Centro-Oeste,Rua Adelino Soares Fernandes,Apartamentos,42,2,1,1
580000,69093900,Manaus,Colônia Terra Nova,Norte,Avenida Torquato Tapajós,Casas,160,3,4,1
350000,69040270,Manaus,Dom Pedro I,Centro-Oeste,Avenida Jacira Reis - de 1/2 ao fim,Apartamentos,89,2,1,2
950000,69060020,Manaus,Aleixo,Centro-Sul,Avenida Ephigênio Salles,Apartamentos,200,3,2,4
530000,69098052,Manaus,Novo Aleixo,Norte,Rua Jaciara,Casas,110,3,2,4
160000,69059190,Manaus,Santa Etelvina,Norte,Rua Ayres da Cruz,Apartamentos,41,2,1,1
150000,69028302,Manaus,Flores,Centro-Sul,Rua Souza Campos,Casas,10,3,null,1
370000,69037042,Manaus,Ponta Negra,Oeste,Rua Raimundo Nonato de Castro,Apartamentos,79,3,1,2
900000,69037005,Manaus,Ponta Negra,Oeste,Avenida do Turismo,Casas,170,3,4,4
230000,69048000,Manaus,Da Paz,Centro-Oeste,Rua Wagner,Apartamentos,null,2,1,1
1500000,69053100,Manaus,Nossa Senhora das Graças,Centro-Sul,Rua Rio Iça,Casas,210,4,3,3
250000,69099762,Manaus,Novo Aleixo,Norte,Rua José Romão,Apartamentos,46,2,1,2
150000,69009045,Manaus,Puraquequara,Leste,Rua Nova Esperança,Casas,null,2,2,2
750005,69055021,Manaus,Parque 10 de Novembro,Centro-Sul,Avenida Maneca Marques,Apartamentos,109,3,2,2
70000,69093115,Manaus,Monte das Oliveiras,Norte,Avenida Preciosa - até 959/960,Casas,45000,3,1,null
400000,69000000,Manaus,Centro,Sul,null,Casas,437,4,null,5
390000,69058120,Manaus,Flores,Centro-Sul,Avenida Tancredo Neves - de 861 a 1077 - lado ímpar,Apartamentos,80,3,3,2
1600000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Casas,250,4,4,5
650000,69010970,Manaus,Centro,Sul,Rua do Congresso,Casas,250,3,5,4
1390000,69005000,Manaus,Centro,Sul,Rua Marechal Deodoro,Casas,825,5,5,4
450000,69053130,Manaus,Nossa Senhora das Graças,Centro-Sul,Rua Acre,Apartamentos,62,1,2,1
175000,69000000,Manaus,Centro,Sul,null,Casas,null,2,2,2
490000,69036792,Manaus,Santo Agostinho,Oeste,Rua Embaúvas,Casas,350,4,2,3
30000,null,null,null,null,null,Casas,135,1,1,1
145000,69023022,Manaus,Tarumã-Açu,Oeste,Rua dos Tigres,Apartamentos,42,2,1,1
1250000,69055021,Manaus,Parque 10 de Novembro,Centro-Sul,Avenida Maneca Marques,Apartamentos,140,3,2,4
1150000,69057040,Manaus,Adrianópolis,Centro-Sul,Rua Salvador,Apartamentos,106,3,2,3
250011,69028331,Manaus,Flores,Centro-Sul,Rua Franz Schubert,Casas,90,3,2,2
90000,69097235,Manaus,Nova Cidade,Norte,Avenida Curaçao,Casas,128,3,1,3
1990000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,179,3,4,4
960000,69000000,Manaus,Centro,Sul,null,Casas,273,3,4,3
265111,69090000,Manaus,Cidade Nova,Norte,Avenida Noel Nutels - até 849/850,Casas,75,3,2,2
140000,69099000,Manaus,Novo Aleixo,Norte,Rua Itaeté,Apartamentos,null,5,0,5
665000,69028348,Manaus,Flores,Centro-Sul,Rua Inaldo Luigi,Casas,250,3,3,4
45000,69092410,Manaus,Nova Cidade,Norte,Rua Monte Albert,Casas,90,3,2,2
170000,69037552,Manaus,Nova Esperança,Oeste,Rua Campo do Castanhal,Casas,120,3,2,2
180000,69098000,Manaus,Novo Aleixo,Norte,Rua Cariré,Casas,200,3,1,2
690000,69058305,Manaus,Flores,Centro-Sul,Rua Santa Cruz,Casas,158,3,3,4
650000,69040040,Manaus,Dom Pedro I,Centro-Oeste,Avenida Dom Pedro I,Casas,150,4,4,2
350000,69022385,Manaus,Tarumã-Açu,Oeste,Condomínio Vivenda Verde,Casas,250,2,5,2
160128,69058000,Manaus,Flores,Centro-Sul,Conjunto Anavilhanas,Casas,70,2,2,2
248007,69045000,Manaus,Planalto,Centro-Oeste,Avenida Constantinopla,Apartamentos,52,2,1,2
228000,69049072,Manaus,Da Paz,Centro-Oeste,Rua Jorge Luiz Milani,Apartamentos,42,2,1,2
290000,69088525,Manaus,Jorge Teixeira,Leste,Rua Nelson Gonçalves,Casas,399,2,null,null
160000,69028347,Manaus,Flores,Centro-Sul,Rua Ademar de Barros,Casas,190,2,1,1
180000,69041360,Manaus,Tarumã,Oeste,Travessa Canoa Quebrada,Apartamentos,43,2,1,1
3900000,69060020,Manaus,Aleixo,Centro-Sul,Avenida Ephigênio Salles,Casas,800,4,2,5
1250000,69040000,Manaus,Dom Pedro I,Centro-Oeste,Avenida Pedro Teixeira,Casas,380,5,3,3
340000,69050045,Manaus,Chapada,Centro-Sul,Rua Parque dos Franceses,Apartamentos,60,2,1,2
1250000,69054677,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Paul Adam,Casas,318,4,5,5
2200000,69060760,Manaus,Aleixo,Centro-Sul,Conjunto Parque dos Rios II,Casas,385,2,null,2
220998,69038000,Manaus,Lírio do Vale,Oeste,Rua Canopus,Casas,190,2,2,1
265004,69028230,Manaus,Flores,Centro-Sul,Rua Argentina,Casas,85,3,2,2
170000,69037552,Manaus,Nova Esperança,Oeste,Rua Campo do Castanhal,Casas,130,3,2,2
290000,69054595,Manaus,Parque 10 de Novembro,Centro-Sul,Rua José Bonaparte,Apartamentos,90,3,1,2
260000,69043400,Manaus,Alvorada,Centro-Oeste,Rua João Siqueira Ramos,Casas,120,3,2,2
null,69040611,Manaus,Chapada,Centro-Sul,Rua Marechal Odílio Denis (Prq Aripuanã),Casas,750,4,5,5
850000,69093059,Manaus,Colônia Terra Nova,Norte,Rua Saulo de Tarso,Casas,600,5,5,4
400000,69098306,Manaus,Novo Aleixo,Norte,Rua Dona Carlota Vera Cruz,Casas,200,4,2,2
320000,69040465,Manaus,Dom Pedro I,Centro-Oeste,Rua Alexandre de Moura,Casas,300,4,2,2
345000,69054672,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Misushiro,Apartamentos,69,2,1,1
170000,69093139,Manaus,Monte das Oliveiras,Norte,Rua Professora Cora Santana,Casas,11052,3,null,2
1200000,69040230,Manaus,Dom Pedro I,Centro-Oeste,Rua Angelim,Casas,300,3,0,3
300010,69037473,Manaus,Nova Esperança,Oeste,Avenida Coronel Teixeira,Apartamentos,56,3,1,2
310000,69049210,Manaus,Redenção,Centro-Oeste,Rua Bromélia,Casas,250,2,4,1
150000,69059420,Manaus,Santa Etelvina,Norte,Rua Nossa Senhora de Fátima,Apartamentos,43,2,1,1
739900,69033000,Manaus,São Jorge,Oeste,Avenida São Jorge - até 773/774,Apartamentos,113,3,2,3
1300000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,134,3,null,4
500000,69055715,Manaus,Parque 10 de Novembro,Centro-Sul,Conjunto Jardim Itaóca,Casas,180,3,3,3
340000,null,null,null,null,null,Apartamentos,73,3,null,2
6000,69015265,Manaus,Colônia Terra Nova,Norte,Rua Inhame,Casas,null,0,0,0
1200000,69058448,Manaus,Flores,Centro-Sul,Rua Barão de Indaiá,Casas,205,1,null,1
480000,69058852,Manaus,Flores,Centro-Sul,Rua Ademar Freire,Apartamentos,79,3,2,2
265000,69041010,Manaus,Tarumã,Oeste,Avenida do Turismo,Casas,56,3,2,2
390000,69055240,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Manoel Marques de Souza,Casas,150,2,2,2
490000,69036802,Manaus,Santo Agostinho,Oeste,Rua 1,Apartamentos,185,3,3,2
140000,69039170,Manaus,Novo Israel,Norte,Rua Arca da Aliança - até 909/910,Casas,300,2,null,2
120,69090746,Manaus,Cidade Nova,Norte,Rua Elton Mayo,Casas,null,2,null,null
125000,69038340,Manaus,Lírio do Vale,Oeste,Travessa Prado,Apartamentos,79,2,0,1
166500,69018156,Manaus,Lago Azul,Norte,Avenida das Torres - de 6318 ao fim  - lado par,Apartamentos,41,2,1,1
330000,69028320,Manaus,Flores,Centro-Sul,Rua Piracicaba,Casas,300,4,1,4
900000,69037145,Manaus,Ponta Negra,Oeste,Alameda Carlota Bonfim,Casas,275,3,3,4
780000,69037144,Manaus,Ponta Negra,Oeste,Avenida Frederico Baird,Casas,200,3,3,3
590000,69037900,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Casas,150,3,2,2
655000,69060020,Manaus,Aleixo,Centro-Sul,Avenida Ephigênio Salles,Apartamentos,96,3,2,3
15000,69070100,Manaus,Educandos,Sul,Rua Inocêncio de Araújo,Casas,0,0,null,0
600003,69042470,Manaus,Dom Pedro I,Centro-Oeste,Avenida Domingos Jorge Velho,Casas,550,5,4,4
2365000,69029520,Manaus,Santo Antônio,Oeste,Rua Miroel Silveira,Apartamentos,215,4,5,5
250000,69028380,Manaus,Flores,Centro-Sul,Rua Yolanda D'urso,Casas,90,3,2,1
700000,69041460,Manaus,Tarumã,Oeste,Rua Sino Azul,Casas,200,3,3,4
60000,69018660,Manaus,Lago Azul,Norte,Rua Macacaúba (Res V Melhor - 2ª Etapa),Apartamentos,42,2,1,1
320000,69093000,Manaus,Colônia Santo Antônio,Norte,Avenida Francisco Queiroz - até 1429 - lado ímpar,Casas,88,3,2,3
229997,69048662,Manaus,Alvorada,Centro-Oeste,Avenida Senador Raimundo Parente,Apartamentos,60,2,1,1
160900,69037144,Manaus,Ponta Negra,Oeste,Avenida Frederico Baird,Apartamentos,41,2,1,1
790000,69050430,Manaus,Parque 10 de Novembro,Centro-Sul,Alameda Dona Júlia Martins,Casas,275,3,5,4
600000,69022200,Manaus,Tarumã,Oeste,null,Casas,450,4,5,5
225000,69098298,Manaus,Novo Aleixo,Norte,Rua Caiapó,Casas,130,3,3,1
370000,69054641,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Dom Diogo de Souza,Casas,100,3,3,2
45000,69018150,Manaus,Lago Azul,Norte,Avenida Comendador José Cruz,Apartamentos,44,2,1,1
430000,69040080,Manaus,Dom Pedro I,Centro-Oeste,Rua Brigadeiro João Camarão,Apartamentos,85,3,2,3
1500000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Casas,380,4,4,2
450000,69095050,Manaus,Cidade Nova,Norte,Rua Professora Felismina Cheks,Casas,null,3,1,2
370000,69054641,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Dom Diogo de Souza,Casas,80,2,2,2
400000,69067190,Manaus,Petrópolis,Sul,Rua Noêmia de Carvalho,Casas,290,3,3,2
800000,69037005,Manaus,Ponta Negra,Oeste,Avenida do Turismo,Casas,140,3,4,3
180000,69035095,Manaus,Compensa,Oeste,Conjunto Sargento Pantoja (Conjunto Sargento Pantoja),Apartamentos,65,2,1,1
360000,69058030,Manaus,Flores,Centro-Sul,Avenida Professor Nilton Lins,Apartamentos,70,3,2,2
320000,69054641,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Dom Diogo de Souza,Casas,80,3,2,2
900000,69060085,Manaus,Aleixo,Centro-Sul,Avenida Via Láctea,Apartamentos,155,3,2,5
298540,69054641,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Dom Diogo de Souza,Casas,80,2,2,2
150000,69018560,Manaus,Lago Azul,Norte,Rua dos Pássaros (Res V Melhor),Apartamentos,45,2,1,1
330000,69046590,Manaus,Alvorada,Centro-Oeste,Rua Iskariana,Casas,360,3,1,2
90003,69010110,Manaus,Centro,Sul,Rua Monsenhor Coutinho,Apartamentos,42,1,null,1
1290000,69037144,Manaus,Ponta Negra,Oeste,Avenida Frederico Baird,Casas,450,3,4,3
1100000,null,null,null,null,null,Apartamentos,155,3,4,4
570000,69082708,Manaus,Coroado,Leste,Rua Francisco Giraldes,Casas,300,4,3,4
2900000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Casas,640,5,4,5
900000,69057010,Manaus,Adrianópolis,Centro-Sul,Rua Maceió,Apartamentos,131,3,2,4
1700000,69037225,Manaus,Ponta Negra,Oeste,Avenida José Augusto Loureiro,Casas,250,4,4,5
800000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,132,3,2,5
1500000,69057000,Manaus,Adrianópolis,Centro-Sul,Avenida Mário Ypiranga - até 436/437,Apartamentos,240,4,2,5
330000,69054672,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Misushiro,Apartamentos,60,2,1,1
850000,69022280,Manaus,Tarumã,Oeste,Rua Caravelle,Casas,350,3,0,5
1600000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,280,4,3,1
699000,69058775,Manaus,Flores,Centro-Sul,Avenida Recife,Apartamentos,140,3,3,5
600000,69054390,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Doutora Yamile Nogueira,Casas,276,5,3,2
null,null,null,null,null,null,Apartamentos,null,2,null,null
590000,69093415,Manaus,Colônia Terra Nova,Norte,Avenida Torquato Tapajós,Casas,200,3,4,3
1550000,69037107,Manaus,Ponta Negra,Oeste,Rua Thales Loureiro,Casas,246,4,4,5
990000,69022280,Manaus,Tarumã,Oeste,Rua Caravelle,Casas,162,3,2,4
790000,69058030,Manaus,Flores,Centro-Sul,Avenida Professor Nilton Lins,Casas,132,3,2,2
220000,69098540,Manaus,Novo Aleixo,Norte,Rua Colorado,Casas,88,2,4,1
1650000,69037145,Manaus,Ponta Negra,Oeste,Alameda Carlota Bonfim,Casas,280,4,4,5
370000,69054650,Manaus,Parque 10 de Novembro,Centro-Sul,Rua dos Japoneses,Casas,80,3,3,2
650001,null,null,null,null,null,Casas,144,3,2,4
250000,69028074,Manaus,Flores,Centro-Sul,Rua Macunaíma,Casas,80,3,2,2
640000,69015718,Manaus,Colônia Terra Nova,Norte,Rua Andros,Casas,1571,4,5,5
50000,null,null,null,null,null,Casas,null,4,0,2
314495,69044000,Manaus,Planalto,Centro-Oeste,Avenida Desembargador João Machado - até 1063/1064,Apartamentos,55,2,1,2
90000,69010110,Manaus,Centro,Sul,Rua Monsenhor Coutinho,Apartamentos,42,1,null,1
5500000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Casas,700,4,5,5
650000,69037144,Manaus,Ponta Negra,Oeste,Avenida Frederico Baird,Casas,360,3,4,3
880000,69037005,Manaus,Ponta Negra,Oeste,Avenida do Turismo,Casas,220,3,4,4
285000,69058030,Manaus,Flores,Centro-Sul,Avenida Professor Nilton Lins,Apartamentos,60,2,0,1
750000,69040000,Manaus,Dom Pedro I,Centro-Oeste,Avenida Pedro Teixeira,Apartamentos,113,3,2,4
null,69099361,Manaus,Novo Aleixo,Norte,Rua Irajuba,Apartamentos,null,2,null,null
185000,69098030,Manaus,Novo Aleixo,Norte,Rua Capitólio,Casas,90,2,2,1
600025,69060000,Manaus,Aleixo,Centro-Sul,Avenida André Araújo,Casas,150,3,2,4
480000,69054238,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Heisei,Casas,135,3,2,2
160132,69058000,Manaus,Flores,Centro-Sul,Conjunto Anavilhanas,Casas,70,2,2,2
130000,69085190,Manaus,São José Operário,Leste,Rua Careiro,Casas,535,3,1,2
350000,69058595,Manaus,Flores,Centro-Sul,Avenida Timbiras,Casas,180,3,1,2
389500,69053270,Manaus,São Geraldo,Centro-Sul,Rua João Alfredo,Casas,131,3,3,3
488000,69036790,Manaus,Santo Agostinho,Oeste,Rua Raimundo Nonato de Castro,Apartamentos,81,3,1,2
595000,69036520,Manaus,Santo Agostinho,Oeste,Rua Hidra,Casas,180,2,2,2
881000,69058030,Manaus,Flores,Centro-Sul,Avenida Professor Nilton Lins,Casas,145,3,2,3
250000,69098000,Manaus,Novo Aleixo,Norte,Rua Cariré,Casas,62,2,2,1
560000,69083020,Manaus,Aleixo,Centro-Sul,Rua Orlândia,Casas,120,3,3,3
970040,69037061,Manaus,Ponta Negra,Oeste,Alameda Zaire,Apartamentos,141,3,2,3
260000,69028070,Manaus,Flores,Centro-Sul,Rua Itália,Casas,90,3,2,1
980000,69037144,Manaus,Ponta Negra,Oeste,Avenida Frederico Baird,Casas,637,4,4,3
237600,69098445,Manaus,Novo Aleixo,Norte,Rua Cachoeira do Niágara,Apartamentos,49,2,2,1
1300030,69057002,Manaus,Adrianópolis,Centro-Sul,Avenida Mário Ypiranga - de 1087/1088 a 2275/2276,Apartamentos,116,3,1,3
500000,69010160,Manaus,Centro,Sul,Avenida Constantino Nery - até 1106/1107,Casas,350,5,3,5
3500000,69060095,Manaus,Aleixo,Centro-Sul,Rua Cometa Halley,Casas,310,3,5,4
265000,69023001,Manaus,Tarumã-Açu,Oeste,Avenida do Turismo,Casas,45,2,1,1
270000,69033000,Manaus,São Jorge,Oeste,Avenida São Jorge - até 773/774,Apartamentos,80,3,1,2
145000,69082825,Manaus,Coroado,Leste,Rua Afonso Quaresma,Casas,235,4,2,3
250000,69044230,Manaus,Planalto,Centro-Oeste,Rua Sicília,Apartamentos,41,2,1,1
440000,69060000,Manaus,Aleixo,Centro-Sul,Avenida André Araújo,Apartamentos,152,3,2,2
300000,69040090,Manaus,Dom Pedro I,Centro-Oeste,Rua Almirante Custódio de Melo,Casas,300,2,1,1
400000,69099266,Manaus,Cidade de Deus,Norte,Rua Macatuba,Casas,250,2,5,4
null,69018692,Manaus,Lago Azul,Norte,Rua Grajaúna,Apartamentos,60000,2,0,1
215000,69045570,Manaus,Planalto,Centro-Oeste,Rua Viena,Apartamentos,52,3,1,1
1600000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Casas,250,3,4,2
55000,69017240,Manaus,Santa Etelvina,Norte,Rua Itapemirim,Casas,null,2,null,1
250000,69098308,Manaus,Novo Aleixo,Norte,Avenida Nathan Xavier de Albuquerque - de 2361 ao fim - lado ímpar,Casas,70,2,2,2
230000,69035315,Manaus,Compensa,Oeste,Beco Maranhão Sobrinho,Apartamentos,57,2,1,2
999000,69093415,Manaus,Colônia Terra Nova,Norte,Avenida Torquato Tapajós,Apartamentos,300,4,2,4
1300000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,150,3,2,2
600000,69045740,Manaus,Planalto,Centro-Oeste,Rua Praga,Casas,370,4,4,3
650000,69057140,Manaus,Nossa Senhora das Graças,Centro-Sul,Rua Jorge Baird,Apartamentos,96,3,1,2
695000,69036800,Manaus,Santo Agostinho,Oeste,Condomínio Vila Verde,Casas,250,3,1,2
300000,69045150,Manaus,Planalto,Centro-Oeste,Rua Madri,Casas,500,3,3,3
130000,69038010,Manaus,Lírio do Vale,Oeste,Avenida Laguna,Casas,60,2,null,1
75000,69092410,Manaus,Nova Cidade,Norte,Rua Monte Albert,Casas,100,3,2,2
530000,69037063,Manaus,Ponta Negra,Oeste,Alameda Albânia,Apartamentos,94,3,2,3
130000,69036540,Manaus,Santo Agostinho,Oeste,Rua Nova Olinda,Casas,81,2,1,1
350000,69098000,Manaus,Novo Aleixo,Norte,Rua Cariré,Casas,85,3,4,1
180000,69039125,Manaus,Novo Israel,Norte,Avenida Torquato Tapajós,Apartamentos,46,2,1,1
95000,69038010,Manaus,Lírio do Vale,Oeste,Avenida Laguna,Casas,null,3,3,2
295000,69080440,Manaus,Coroado,Leste,Rua Treze de Maio,Casas,169,4,2,1
420000,69010425,Manaus,Nossa Senhora Aparecida,Sul,Avenida Ramos Ferreira,Apartamentos,107,3,1,3
1050000,69058411,Manaus,Flores,Centro-Sul,Rua Goiás,Apartamentos,157,2,4,4
260000,69079060,Manaus,São Francisco,Sul,Rua Sátiro Dias,Apartamentos,70,3,1,2
75000,69059652,Manaus,Santa Etelvina,Norte,Rua Dom Herinque,Casas,80,2,2,1
220000,69098000,Manaus,Novo Aleixo,Norte,Rua Cariré,Casas,60,2,2,1
155000,69041363,Manaus,Tarumã,Oeste,Rua Praia de Canoa Quebrada,Apartamentos,45,2,1,1
830000,69059140,Manaus,Santa Etelvina,Norte,Avenida 7 de Maio,Casas,570,5,null,5
264500,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,49,2,1,1
345000,69055680,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Angélica Motta,Apartamentos,56,3,2,2
360000,69028071,Manaus,Flores,Centro-Sul,Rua Acauã,Casas,98,3,2,2
330000,69040000,Manaus,Dom Pedro I,Centro-Oeste,Avenida Pedro Teixeira,Casas,120,3,3,3
235990,69041010,Manaus,Tarumã,Oeste,Avenida do Turismo,Apartamentos,44,2,2,2
150000,69073177,Manaus,Crespo,Sul,Avenida Rodrigo Otávio,Apartamentos,32,1,1,1
210000,69058000,Manaus,Flores,Centro-Sul,Conjunto Anavilhanas,Casas,65,2,2,2
550000,69053130,Manaus,Nossa Senhora das Graças,Centro-Sul,Rua Acre,Apartamentos,72,1,2,1
323000,69045000,Manaus,Planalto,Centro-Oeste,Avenida Constantinopla,Casas,450,3,3,2
350000,null,null,null,null,null,Casas,300,2,3,3
490000,69058411,Manaus,Flores,Centro-Sul,Rua Goiás,Apartamentos,74,3,2,3
1639000,null,null,null,null,null,Casas,459,3,4,4
249999,69028310,Manaus,Flores,Centro-Sul,Rua Villena,Casas,90,3,2,1
280000,69027034,Manaus,São Raimundo,Oeste,Rua Rio Branco,Casas,280,5,1,3
1070000,69055742,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Luis de Castro,Apartamentos,140,3,null,4
5500000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Casas,790,5,5,5
430000,69028075,Manaus,Flores,Centro-Sul,Rua Macuxi,Casas,165,4,null,3
450000,69050010,Manaus,Chapada,Centro-Sul,Avenida Djalma Batista - de 1/2 ao fim,Apartamentos,115,3,1,5
465000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,88,3,1,3
270000,69055021,Manaus,Parque 10 de Novembro,Centro-Sul,Avenida Maneca Marques,Apartamentos,55,1,1,1
400,69086130,Manaus,São José Operário,Leste,Rua Itapora,Casas,1000,5,5,5
280000,69098100,Manaus,Novo Aleixo,Norte,Rua Raphael Almeida,Casas,10,4,2,3
null,69065224,Manaus,Cachoeirinha,Sul,Beco Ayrão,Casas,280,5,0,5
255000,69058000,Manaus,Flores,Centro-Sul,Conjunto Anavilhanas,Casas,60,2,2,1
650000,69054692,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Ernesto Pinto Filho,Casas,720,4,null,3
15,69087662,Manaus,Tancredo Neves,Leste,Rua Pedra Azul,Casas,16,1,0,1
70000,69041010,Manaus,Tarumã,Oeste,Avenida do Turismo,Apartamentos,null,2,1,1
